site	account	displayname	password	group	permdisplay	permlogin	externalid	alias	permpassword	longschoolname	shortschoolname	countrycode
1	team578	team578	team578		true	true	1578		false			XXX
1	team579	team579	team579		true	true	1579		false			XXX
1	team580	team580	team580		true	true	1580		false			XXX
1	team581	team581	team581		true	true	1581		false			XXX
1	team582	team582	team582		true	true	1582		false			XXX
1	team583	team583	team583		true	true	1583		false			XXX
1	team584	team584	team584		true	true	1584		false			XXX
1	team585	team585	team585		true	true	1585		false			XXX
1	team586	team586	team586		true	true	1586		false			XXX
1	team587	team587	team587		true	true	1587		false			XXX
1	team588	team588	team588		true	true	1588		false			XXX
1	team589	team589	team589		true	true	1589		false			XXX
1	team590	team590	team590		true	true	1590		false			XXX
1	team591	team591	team591		true	true	1591		false			XXX
1	team592	team592	team592		true	true	1592		false			XXX
1	team593	team593	team593		true	true	1593		false			XXX
1	team594	team594	team594		true	true	1594		false			XXX
1	team595	team595	team595		true	true	1595		false			XXX
1	team596	team596	team596		true	true	1596		false			XXX
1	team597	team597	team597		true	true	1597		false			XXX
1	team598	team598	team598		true	true	1598		false			XXX
1	team599	team599	team599		true	true	1599		false			XXX
1	team600	team600	team600		true	true	1600		false			XXX
1	team601	team601	team601		true	true	1601		false			XXX
1	team602	team602	team602		true	true	1602		false			XXX
1	team603	team603	team603		true	true	1603		false			XXX
1	team604	team604	team604		true	true	1604		false			XXX
1	team605	team605	team605		true	true	1605		false			XXX
1	team606	team606	team606		true	true	1606		false			XXX
1	team607	team607	team607		true	true	1607		false			XXX
1	team608	team608	team608		true	true	1608		false			XXX
1	team609	team609	team609		true	true	1609		false			XXX
1	team610	team610	team610		true	true	1610		false			XXX
1	team611	team611	team611		true	true	1611		false			XXX
1	team612	team612	team612		true	true	1612		false			XXX
1	team613	team613	team613		true	true	1613		false			XXX
1	team614	team614	team614		true	true	1614		false			XXX
1	team615	team615	team615		true	true	1615		false			XXX
1	team616	team616	team616		true	true	1616		false			XXX
1	team617	team617	team617		true	true	1617		false			XXX
1	team618	team618	team618		true	true	1618		false			XXX
1	team619	team619	team619		true	true	1619		false			XXX
1	team620	team620	team620		true	true	1620		false			XXX
1	team621	team621	team621		true	true	1621		false			XXX
1	team622	team622	team622		true	true	1622		false			XXX
1	team623	team623	team623		true	true	1623		false			XXX
1	team624	team624	team624		true	true	1624		false			XXX
1	team625	team625	team625		true	true	1625		false			XXX
1	team626	team626	team626		true	true	1626		false			XXX
1	team627	team627	team627		true	true	1627		false			XXX
1	team628	team628	team628		true	true	1628		false			XXX
1	team629	team629	team629		true	true	1629		false			XXX
1	team630	team630	team630		true	true	1630		false			XXX
1	team631	team631	team631		true	true	1631		false			XXX
1	team632	team632	team632		true	true	1632		false			XXX
1	team633	team633	team633		true	true	1633		false			XXX
1	team634	team634	team634		true	true	1634		false			XXX
1	team635	team635	team635		true	true	1635		false			XXX
1	team636	team636	team636		true	true	1636		false			XXX
1	team637	team637	team637		true	true	1637		false			XXX
1	team638	team638	team638		true	true	1638		false			XXX
1	team639	team639	team639		true	true	1639		false			XXX
1	team640	team640	team640		true	true	1640		false			XXX
1	team641	team641	team641		true	true	1641		false			XXX
1	team642	team642	team642		true	true	1642		false			XXX
1	team643	team643	team643		true	true	1643		false			XXX
1	team644	team644	team644		true	true	1644		false			XXX
1	team645	team645	team645		true	true	1645		false			XXX
1	team646	team646	team646		true	true	1646		false			XXX
1	team647	team647	team647		true	true	1647		false			XXX
1	team648	team648	team648		true	true	1648		false			XXX
1	team649	team649	team649		true	true	1649		false			XXX
1	team650	team650	team650		true	true	1650		false			XXX
1	team651	team651	team651		true	true	1651		false			XXX
1	team652	team652	team652		true	true	1652		false			XXX
1	team653	team653	team653		true	true	1653		false			XXX
1	team654	team654	team654		true	true	1654		false			XXX
1	team655	team655	team655		true	true	1655		false			XXX
1	team656	team656	team656		true	true	1656		false			XXX
1	team657	team657	team657		true	true	1657		false			XXX
1	team658	team658	team658		true	true	1658		false			XXX
1	team659	team659	team659		true	true	1659		false			XXX
1	team660	team660	team660		true	true	1660		false			XXX
1	team661	team661	team661		true	true	1661		false			XXX
1	team662	team662	team662		true	true	1662		false			XXX
1	team663	team663	team663		true	true	1663		false			XXX
1	team664	team664	team664		true	true	1664		false			XXX
1	team665	team665	team665		true	true	1665		false			XXX
1	team666	team666	team666		true	true	1666		false			XXX
1	team667	team667	team667		true	true	1667		false			XXX
1	team668	team668	team668		true	true	1668		false			XXX
1	team669	team669	team669		true	true	1669		false			XXX
1	team670	team670	team670		true	true	1670		false			XXX
1	team671	team671	team671		true	true	1671		false			XXX
1	team672	team672	team672		true	true	1672		false			XXX
1	team673	team673	team673		true	true	1673		false			XXX
1	team674	team674	team674		true	true	1674		false			XXX
1	team675	team675	team675		true	true	1675		false			XXX
1	team676	team676	team676		true	true	1676		false			XXX
1	team677	team677	team677		true	true	1677		false			XXX
1	team678	team678	team678		true	true	1678		false			XXX
1	team679	team679	team679		true	true	1679		false			XXX
1	team680	team680	team680		true	true	1680		false			XXX
1	team681	team681	team681		true	true	1681		false			XXX
1	team682	team682	team682		true	true	1682		false			XXX
1	team683	team683	team683		true	true	1683		false			XXX
1	team684	team684	team684		true	true	1684		false			XXX
1	team685	team685	team685		true	true	1685		false			XXX
1	team686	team686	team686		true	true	1686		false			XXX
1	team687	team687	team687		true	true	1687		false			XXX
1	team688	team688	team688		true	true	1688		false			XXX
1	team689	team689	team689		true	true	1689		false			XXX
1	team690	team690	team690		true	true	1690		false			XXX
1	team691	team691	team691		true	true	1691		false			XXX
1	team692	team692	team692		true	true	1692		false			XXX
1	team693	team693	team693		true	true	1693		false			XXX
1	team694	team694	team694		true	true	1694		false			XXX
1	team695	team695	team695		true	true	1695		false			XXX
1	team696	team696	team696		true	true	1696		false			XXX
1	team697	team697	team697		true	true	1697		false			XXX
1	team698	team698	team698		true	true	1698		false			XXX
1	team699	team699	team699		true	true	1699		false			XXX
1	team700	team700	team700		true	true	1700		false			XXX
1	judge1	judge1	judge1		false	true	1001		true			XXX
1	judge2	judge2	judge2		false	true	1002		true			XXX
1	judge3	judge3	judge3		false	true	1003		true			XXX
1	judge4	judge4	judge4		false	true	1004		true			XXX
1	judge5	judge5	judge5		false	true	1005		true			XXX
1	judge6	judge6	judge6		false	true	1006		true			XXX
1	judge7	judge7	judge7		false	true	1007		true			XXX
1	judge8	judge8	judge8		false	true	1008		true			XXX
1	judge9	judge9	judge9		false	true	1009		true			XXX
1	judge10	judge10	judge10		false	true	1010		true			XXX
1	judge11	judge11	judge11		false	true	1011		true			XXX
1	judge12	judge12	judge12		false	true	1012		true			XXX
1	judge13	judge13	judge13		false	true	1013		true			XXX
1	judge14	judge14	judge14		false	true	1014		true			XXX
1	scoreboard1	scoreboard1	scoreboard1		false	true	1001		true			XXX
1	feeder1	feeder1	feeder1		false	true	1001		true			XXX
